Code,organization_label (en),REF URL organization_label (en),RET DAT organization_label (en),description (en),alias (en),instance of (P31),REF URL instance of (P31),RET DAT instance of (P31),located at street address (P6375),REF URL located at street address (P6375),RET DAT located at street address (P6375),city (P131),REF URL city (P131),RET DAT city (P131),county (P131),REF URL county (P131),RET DAT county (P131),state (P131),REF URL state (P131),RET DAT state (P131),country (P17),REF URL country (P17),RET DAT country (P17),coordinate location (P625),REF URL coordinate location (P625),RET DAT coordinate location (P625),phone number (P1329),REF URL phone number (P1329),RET DAT phone number (P1329),email address (P968),REF URL email address (P968),RET DAT email address (P968),official website (P856),REF URL official website (P856),RET DAT official website (P856),inception (P571),REF URL inception (P571),RET DAT inception (P571),"dissolved, abolished or demolished (P576)","REF URL dissolved, abolished or demolished (P576)","RET DAT dissolved, abolished or demolished (P576)",parent organization (P749),REF URL parent organization (P749),RET DAT parent organization (P749),subsidiaries (P355),REF URL subsidiaries (P355),RET DAT subsidiaries (P355),PO Box (P2918),REF URL PO Box (P2918),RET DAT PO Box (P2918),Postal Code (P281),REF URL Postal Code (P281),RET DAT Postal Code (P281),Facebook ID (P2013),REF URL Facebook ID (P2013),RET DAT Facebook ID (P2013)," Source Notes"," Internal Notes",QC
,Lee-Stelzer Heritage Research Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"372 SISSON AVE NE, ATLANTA, GA 30317-1424",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30317-1424,,,,,,"","",
,Leon And Rachel Gathany Museum Foundation,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"860 CREST VALLEY DR, ATLANTA, GA 30327-4659",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.gathanymuseum.org,,,,,,"","","",,,,,,,,,,30327-4659,,,,,,"","",
,Lewis Grizzard Memorial Trust,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Moreland, Georgia, USA",,,,,,,,Moreland,,,Coweta County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,67,,,30259-0067,,,,,,"","",
,Liberty County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Hinesville, Georgia, USA",,,,,"100 S COMMERCE STREET, HINESVILLE, GA 31310-3131",,,Hinesville,,,Liberty County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://libertyhistory.org/,,,,,,"","","",,,,,,,,,,31310-3131,,,,,,"","",
,Liberty Cultural And Historic Association,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Hinesville, Georgia, USA",,,,,"205 E COURT ST, HINESVILLE, GA 31313",,,Hinesville,,,Liberty County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,31313,,,,,,"","",
,Lincoln County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Lincolnton, Georgia, USA",,,,,"147 LUMBER ST, LINCOLNTON, GA 30817",,,Lincolnton,,,Lincoln County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.lincolncountyhistoricalsocietyga.org/,,,,,,"","","",,,,,,,,,,30817,,,,,,"","",
,Longstreet Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Gainesville, Georgia, USA",,,,,,,,Gainesville,,,Hall County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.longstreetsociety.org,,,,,,"","","",,,,,,,191,,,30503-0191,,,,,,"","",
,Loudermilk Boarding House,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Cornelia, Georgia, USA",,,,,"271 FOREACRE ST, CORNELIA, GA 30531",,,Cornelia,,,Habersham County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.facebook.com/pages/category/History-Museum/Loudermilk-Boarding-House-Museum-151115054923474/,,,,,,"","","",,,,,,,,,,30531,,,,,,"","",
,Lower Altamaha Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Darien, Georgia, USA",,,,,,,,Darien,,,McIntosh County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.loweraltamahahistoricalsociety.org/,,,,,,"","","",,,,,,,1405,,,31305-1405,,,,,,"","",
,Lowndes County Historical Society And Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Valdosta, Georgia, USA",,,,,,,,Valdosta,,,Lowndes County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://valdostamuseum.com/,,,,,,"","","",,,,,,,56,,,31603-0056,,,,,,"","",
,Lucy Craft Laney Museum Of Black History,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Augusta, Georgia, USA",,,,,"1116 PHILLIPS ST, AUGUSTA, GA 30901",,,Augusta,,,Richmond County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.lucycraftlaneymuseum.com,,,,,,"","","",,,,,,,,,,30901,,,,,,"","",
,Lumpkin County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Dahlonega, Georgia, USA",,,,,,,,Dahlonega,,,Lumpkin County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.lumpkinhistory.org/,,,,,,"","","",,,,,,,894,,,30533-0015,,,,,,"","",
,Macon County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Montezuma, Georgia, USA",,,,,"97 SOUTH DOOLY STREET, MONTEZUMA, GA 31063",,,Montezuma,,,Macon County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://maconnchistorical.org/home/,,,,,,"","","",,,,,,,,,,31063,,,,,,"","",
,Madison-Morgan Cultural Center,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Madison, Georgia, USA",,,,,"434 S MAIN ST, MADISON, GA 30650-1640",,,Madison,,,Morgan County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.mmcc-arts.org,,,,,,"","","",,,,,,,,,,30650-1640,,,,,,"","",
,Marble Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Nelson, Georgia, USA",,,,,"1985 KENNESAW AVE, NELSON, GA 30151",,,Nelson,,,Cherokee County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.nelsongeorgia.com/marble-museum,,,,,,"","","",,,,,,,,,,30151,,,,,,"","",
,Marble Valley Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Jasper, Georgia, USA",,,,,"14 NORTH MAIN STREET, JASPER, GA 30143-0815",,,Jasper,,,Pickens County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://mvhs2.weebly.com/,,,,,,"","","",,,,,,,,,,30143-0815,,,,,,"","",
,Margaret Mitchell Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"990 PEACHTREE ST NE, ATLANTA, GA 30309-3901",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.atlantahistorycenter.com/mmh,,,,,,"","","",,,,,,,,,,30309-3901,,,,,,"","",
,Marietta Museum Of History,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Marietta, Georgia, USA",,,,,"1 DEPORT STREET SUITE 200, MARIETTA, GA 30060-1900",,,Marietta,,,Cobb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.mariettahistory.org,,,,,,"","","",,,,,,,200,,,30060-1900,,,,,,"","",
,Marion County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Buena Vista, Georgia, USA",,,,,,,,Buena Vista,,,Marion County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,564,,,31803,,,,,,"","",
,Mark Twain Circle Of America,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Winterville, Georgia, USA",,,,,"165 WEATHERLY WOODS DR, WINTERVILLE, GA 30683-3926",,,Winterville,,,Clarke County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://marktwaincircle.org/,,,,,,"","","",,,,,,,,,,30683-3926,,,,,,"","",
,Marsh House Of Lafayette,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in La Fayette, Georgia, USA",,,,,"308 N MAIN ST, LA FAYETTE, GA 30728",,,La Fayette,,,Walker County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.marshhouseoflafayette.com,,,,,,"","","",,,,,,,,,,30728,,,,,,"","",
,Martha Berry Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Mount Berry, Georgia, USA",,,,,,,,Mount Berry,,,Floyd County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.berry.edu/oakhill/,,,,,,"","","",,,,,,,490129,,,30149-0129,,,,,,"","",
,Marti Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Marietta, Georgia, USA",,,,,"2101 HAWTHORNE PT, MARIETTA, GA 30062-6018",,,Marietta,,,Cobb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.martihistoricalsociety.org/,,,,,,"","","",,,,,,,,,,30062-6018,,,,,,"","",
,Martin Luther King Jr. Center For Nonviolent,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"449 AUBURN AVE NE, ATLANTA, GA 30312-1503",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://thekingcenter.org/,,,,,,"","","",,,,,,,,,,30312-1503,,,,,,"","",
,Martin Luther King Jr. National Historic Site,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"450 AUBURN AVENUE NE, ATLANTA, GA 30312",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.nps.gov/malu/index.htm,,,,,,"","","",,,,,,,,,,30312,,,,,,"","",
,Massie Heritage Center,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Savannah, Georgia, USA",,,,,"207 E GORDON ST, SAVANNAH, GA 31401",,,Savannah,,,Chatham County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://internet.savannah.chatham.k12.ga.us/schools/massie/default.aspx,,,,,,"","","",,,,,,,,,,31401,,,,,,"","",
,Mcdaniel-Tichenor House,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Monroe, Georgia, USA",,,,,"319 MCDANIEL ST, MONROE, GA 30655-2060",,,Monroe,,,Walton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.mcdaniel-tichenor.org,,,,,,"","","",,,,,,,,,,30655-2060,,,,,,"","",
,Mcduffie County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Thomson, Georgia, USA",,,,,"121 MAIN STREET, THOMSON, GA 30824",,,Thomson,,,McDuffie County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30824,,,,,,"","",
,Mcduffie Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Thomson, Georgia, USA",,,,,"121 MAIN ST, THOMSON, GA 30824-2615",,,Thomson,,,McDuffie County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://mcduffiemuseum.com,,,,,,"","","",,,,,,,,,,30824-2615,,,,,,"","",
,Mercer-Williams House,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Savannah, Georgia, USA",,,,,"429 BULL STREET, SAVANNAH, GA 31401",,,Savannah,,,Chatham County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.mercerhouse.com,,,,,,"","","",,,,,,,,,,31401,,,,,,"","",
,Meriwether Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Greenville, Georgia, USA",,,,,,,,Greenville,,,Meriwether County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://meriwetherhistoricalsociety.blogspot.com/,,,,,,"","","",,,,,,,741,,,30222-0741,,,,,,"","",
,Michael C. Carlos Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"1599 CLIFTON RD 2ND FL, ATLANTA, GA 30322-4250",,,Atlanta,,,DeKalb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.carlos.emory.edu/,,,,,,"","","",,,,,,,,,,30322-4250,,,,,,"","",
,Middle Georgia Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Macon, Georgia, USA",,,,,,,,Macon,,,Bibb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.historicmiddlegeorgia.org/,,,,,,"","","",,,,,,,13358,,,31208-3358,,,,,,"","",
,Midway Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Midway, Georgia, USA",,,,,"124 E RAILROAD STREET, MIDWAY, GA 31320-0195",,,Midway,,,Liberty County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.themidwaymuseum.org/,,,,,,"","","",,,,,,,,,,31320-0195,,,,,,"","",
,Mighty 8th Af Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Decatur, Georgia, USA",,,,,"1529 DELIA DR, DECATUR, GA 30033-3373",,,Decatur,,,DeKalb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.facebook.com/Mighty.8th.AF.HistoricalSociety.GeorgiaChapter/,,,,,,"","","",,,,,,,,,,30033-3373,,,,,,"","",
,Mighty Eighth Air Force Heritage Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Savannah, Georgia, USA",,,,,"175 BOURNE AVENUE, POOLER, GA 31402-1992",,,Savannah,,,Chatham County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://mightyeighth.org/,,,,,,"","","",,,,,,,,,,31402-1992,,,,,,"","",
,Monroe County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Forsyth, Georgia, USA",,,,,"126 E JOHNSTON ST, FORSYTH, GA 31029",,,Forsyth,,,Monroe County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.thegagenweb.com/mchs/,,,,,,"","","",,,,,,,,,,31029,,,,,,"","",
,Monroe County Museum-Geneology,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Forsyth, Georgia, USA",,,,,"126 E JOHNSTON ST, FORSYTH, GA 31029",,,Forsyth,,,Monroe County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,31029,,,,,,"","",
,Monroe Cultural & Heritage Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Monroe, Georgia, USA",,,,,,,,Monroe,,,Walton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,506,,,30655-0506,,,,,,"","",
,Moreland Community Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Moreland, Georgia, USA",,,,,,,,Moreland,,,Coweta County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,128,,,30259-0128,,,,,,"","",
,Morgan County Historical Society,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Madison, Georgia, USA",,,,,"277 S MAIN ST, MADISON, GA 30650-1371",,,Madison,,,Morgan County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30650-1371,,,,,,"","",
,Museum Of Aviation,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Warner Robins, Georgia, USA",,,,,"1942 HERITAGE BLVD, WARNER ROBINS, GA 31098",,,Warner Robins,,,Houston County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.museumofaviation.org,,,,,,"","","",,,,,,,,,,31098,,,,,,"","",
,Museum Of Buford,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Buford, Georgia, USA",,,,,"95B E MAIN ST, BUFORD, GA 30518",,,Buford,,,Gwinnett County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.museumofbuford.com,,,,,,"","","",,,,,,,,,,30518,,,,,,"","",
,Museum Of Colquitt County History,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Moultrie, Georgia, USA",,,,,"4TH AVENUE & 5TH STREET SE, MOULTRIE, GA 31776-3177",,,Moultrie,,,Colquitt County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.colquittmuseum.org/,,,,,,"","","",,,,,,,,,,31776-3177,,,,,,"","",
,Museum Of Contemporary Art Of Georgia,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"75 BENNETT STREET, ATLANTA, GA 30309-5206",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,http://www.mocaga.org,,,,,,"","","",,,,,,,,,,30309-5206,,,,,,"","",
,Museum Of History And Holocaust Education,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Kennesaw, Georgia, USA",,,,,"3333 BUSBEE DR NW, KENNESAW, GA 30144",,,Kennesaw,,,Cobb County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://historymuseum.kennesaw.edu/,,,,,,"","","",,,,,,,,,,30144,,,,,,"","",
,Museum Of The South,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"1985 N PARK PL SE, ATLANTA, GA 30339-2004",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,,,,,,,"","","",,,,,,,,,,30339-2004,,,,,,"","",
,National Archives At Atlanta,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Morrow, Georgia, USA",,,,,"5780 JONESBORO RD, MORROW, GA 30260",,,Morrow,,,Clayton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.archives.gov/atlanta,,,,,,"","","",,,,,,,,,,30260,,,,,,"","",
,National Armor And Cavalry Museum,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Columbus, Georgia, USA",,,,,"3100 GENTIAN BLVD S-132, COLUMBUS, GA 31907-5636",,,Columbus,,,Muscogee County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.armorcavalryheritagefoundation.org/,,,,,,"","","",,,,,,,,,,31907-5636,,,,,,"","",
,National Center For Civil And Human Rights,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Atlanta, Georgia, USA",,,,,"55 IVAN ALLEN JR BLVD NW, ATLANTA, GA 30308-3063",,,Atlanta,,,Fulton County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.civilandhumanrights.org/,,,,,,"","","",,,,,,,,,,30308-3063,,,,,,"","",
,National Civil War Naval Museum At Port Columbus,https://web.archive.org/web/20200414144230/https://www.imls.gov/research-evaluation/data-collection/museum-data-files,2020-04-14,"located in Columbus, Georgia, USA",,,,,"1002 VICTORY DR., COLUMBUS, GA 31901-3429",,,Columbus,,,Muscogee County,https://www.geocod.io/,2020-04-14,Georgia,,,USA,,,,,,,,,,,,https://www.portcolumbus.org/,,,,,,"","","",,,,,,,,,,31901-3429,,,,,,"","",
