Record Number,ORGANIZATION,CATEGORY,YEAR FOUNDED,COUNTY,LOCATION,MAILING ADDRESS_1,MAILING ADDRESS_2,MAILING ADDRESS_3,EMAIL,TELEPHONE,PHONE / EMAIL,PUBLIC HOURS,PROGRAMS,COLLECTIONS,WEB SITE,SOCIAL MEDIA SITE,LAST MODIFIED
151,Barrington Hall,"Historic Site (Parks, etc.)",,Fulton,,535 Barrington Drive,"Roswell, GA   30075",,,,770-640-3855  /  BarringtonHall@gmail.com,Daily Tours on the hour - Mon. -  Sat. 10 am - 3 pm; Sun. 1 pm - 3 pm,,"Original restored furnishings and paintings. Historical books, letters, photos, china, sterling silver and other personal items left in Barrington Hall were donated to the Roswell Historical Society so they could be shared with the public.",http://roswellgov.com/discover-us/southern-trilogy-historic-house-museums/barrington-hall,,
152,Barrow County Historical Society and Museum,"Historical Society, Museum",1974,Barrow,,74 West Athens Street,P. O. Box 277,"Winder, GA   30680",,770-307-1183,,Mon. - Fri. 1 pm - 4 pm,"Acquisition and preservation of records and artifacts pertaining to the history of Barrow County, historic preservation, oral history interviews, field trips, and guided tours. Society operates a museum which is in the Old County Jail.","Letters, papers, city, county, church, club, and business records; oral histories, photographs, maps, and tape recordings; furniture, household accessories, uniforms, bottles, and American Indian artifacts.",https://www.cityofwinder.com/about/winder-history/barrow-county-museum,,
153,Bartow County Genealogical Society,"Genealogical Society, Historical Society",1992,Bartow,,101 North Erwin St.,P. O. Box 993,"Cartersville, GA   30120",,,770-606-0706  /  genhelp2@att.net,Wed. & Fri.  10 am - 3 pm,,"The Family Research Library has over 3000 research tools including all of Cass/Bartow County Census records on hard cover and microfilm. Confederate Records on file, Old newspapers of Cass/Bartow on microfilm. 11 1/2 inch binders and microfiche of funeral records from Parnick Jennings & Owens Funeral Homes. Many books on families that have been printed and donated to the library. Some very old family manuscripts are available. 7 drawers of family histories and quarterlies from all over the United States. We are collecting all of the county heritage books and a large collection of cemetery books from other counties.  The Family Research Library grows with donations of its members and others.",http://www.bartowcountygenealogicalsociety.org/,,
154,Cartersville Public Library,"Library (Public, Research, Special, etc.)",1981,Bartow,,429 W. Main Street,"Cartersville, GA   30120",,,,770-382-4203  /  info@bartowlibrary.org,"Mon., Wed. & Fri. 9 am - 6 pm; Tues. & Thurs. 9 am - 8 pm; Sat.  9 am - 5 pm","Workshops, films, exhibits, guided tours, educational activities, and observance of Black History Week.",Historical and genealogical materials are housed in the library's local history room.,http://www.bartowlibraryonline.org/,,2019-Aug-08
155,Bartow History Museum,Museum,1987,Bartow,,4 East Church St.,"Cartersville, GA   30120",,,770-382-3818,,"Mon. - Sat., 10 am - 5 pm","Museum exhibits on the history of Bartow County, Georgia from early 1800s-present. Workshops, school programs, camps, lectures take place throughout the year.","Archival collections including photographs, documents, books, a/v, maps, etc. Object collection includes a wide variety of Bartow and Georgia history: farming, quilts and textiles, uniforms, furniture, household items, etc.",http://www.bartowhistorymuseum.org,https://www.facebook.com/BartowHistoryMuseum/,2019-Mar-05
156,Archives and Research Library,"Library (Public, Research, Special, etc.)",1987,Bartow,,13 North Wall Street,"Cartersville, GA   30120",,,,770-382-3818  /  sandym@bartowhistorymuseum.org,"Tues. - Fri., 10 am - 5 pm; Sat. & Mon. - by appointment only",,"The Bartow History Museum library includes over 1000 books, pamphlets, magazines and other publications covering a wide range of topics.  There is also an extensive vertical file collection containing information on the communities of Bartow County, famous Bartow County residents, area churches, schools, businesses, cemeteries, historic sites, civic organizations, genealogy, and the Civil War.",http://bartowhistorymuseum.org/research/,https://www.facebook.com/BartowHistoryMuseum/,2019-Mar-05
157,Mary Willis Library,"Library (Public, Research, Special, etc.)",1967,Wilkes,,204 E. Liberty Street,"Washington, GA   30673",,,,706-678-7736  /  willism@btrl.net,Mon. - Fri. 8:30 am - 5:30 pm; Sat. 10 am - 4 pm,Possesses an extensive local history and genealogy collection on Wilkes and Taliaferro Counties.,"Local history materials, manuscript and published,  family history files, local newspapers on microfilm from 1815-present (some early years incomplete), and local area census and cemetery records.  Also local history materials are located in each library including Mary Willis Library, Wilkes County; Taliaferro county Library, Taliaferro County; and Thomson-McDuffie County Library, McDuffie County.",http://www.btrl.net/public-library-georgia-services.php#geneology,https://www.facebook.com/pages/Mary-Willis-Library/136185033076903?fref=ts,2019-Aug-08
158,Beach Institute,Museum,1988,Chatham,,502 East Harris Street,"Savannah, GA   31401",,,,912-335-8868  /  engage@beachinstitute.org,Tues. - Sat. 12 pm - 5 pm,,Ulysses Davis Collection of Folk Art Carvings.  Wide array of historical documents and collectable items; private collection of contemporary African American Art.,http://www.beachinstitute.org/,,
159,Bellevue,Society/Association,1908,Troup,,204 Ben Hill Street,"LaGrange, GA   30240",,,,706-884-1832  /  bellevuelagrangega@gmail.com,"Tues. - Sat. 10 am - 12 pm, 2pm - 5 pm; or by appointment.",Preservation of the antebellum home of Senator Benjamin H. Hill; acquisition and preservation of records and artifacts pertaining to the life and career of Senator Hill; exhibits and guided tours.,"Architectural and club records and Civil War-era letters and papers; Greek Revival house, furniture, household textiles and accessories, portraits, grave rubbings,  metalwork, and glass.",https://www.facebook.com/Bellevue-LaGrange-Womans-Club-Charitable-Trust-179219418800155/,,
160,Berry College,"Library (Public, Research, Special, etc.), Academic Library (Archives or Special Collections)",1972,Floyd,,2277 Martha Berry Highway,"Mt. Berry, GA   30149",,,,706-291-1883  /  oakhill@berry.edu,Mon. - Sat. 10 am - 5 pm; Last tour of the Oak Hill home starts at 3:30 pm,Promotion of interest in historic preservation and in the history of Berry College,"Historical sites on the Berry College campus include: handicraft and gift shop, guest cottages, Oak Hill, Martha Berry Museum, Possum Trot, and Old Mill.",http://www.berry.edu/oakhill,,
161,Bethesda Museum,Museum,1740,Chatham,,9520 Ferguson Avenue,"Savannah, GA   31406",,,912-351-2040,,CLOSED FOR RENOVATION,"MUSEUM IS CLOSED UNTIL FURTHER NOTICE DUE TO RENOVATION  Exhibition and interpretation of the history of the Bethesda Orphanage; workshops, slide shows, historic preservation, educational activities, and annual anniversary celebration.","Historic buildings, architectural materials, furniture, household textiles and accessories, clothing, tools weapons, coins, metalwork, archaeological objects, American Indian artifacts, and Bethesda Home for Boys memorabilia.",www.bethesdahomeforboys.net,,
162,Beulah Heights University,Academic Library (Archives or Special Collections),1918,Fulton,,"892 Berne Street, SE",P.O. Box 18145,"Atlanta, GA   30316",,,404-627-2681  /  benson.karanja@beulah.org,"8.30 AM - 5.00 PM, M-F","4 year Undergraduate programs in Biblical Education; and, Leadership & Administration; 2 and 3 year Graduate programs in Biblical Studies; Leadership Studies, and Divinity.",,http://www.beulah.org/Content.aspx?page=library_main,,2018-Nov-20
163,Blue and Gray Museum,"Historic Site (Parks, etc.), Other",1961,Ben Hill,,116 N. Johnston St.,"Fitzgerald, GA   31750",,,,229-426-5069  /  bgmuseum@mchsi.com,Tues. - Sat. 10 am - 4 pm; Sun. 1 pm - 5 pm (Tues - Fri - closed for lunch),Check with museum for schedule of events,"Located in the baggage room of the  Atlanta, Birmingham, and Atlantic Railroad Depot built in 1902.  Union and Confederate Civil War weapons; Civil War drum used in parades in Fitzgerald; memorabilia of early years of this unique city;  collection of late 19th and early 20th century photographs, quilts, clothing, etc.;  World War I and World War II uniforms.  Cotton mill artifacts which help relate the 1900-1971 history of the factory.  Five changing exhibit areas.  Some artifacts from the estate of Confederate President Jefferson Davis.Video relates the eventful founding story of Fitzgerald.  Train caboose available for viewing.",https://www.fitzgeraldga.org/index.php/tourism-visitors/local-attractions/123-visitor-s-guide/tourism/336-blue-and-gray-museum-336.html,,
164,Bonaventure Cemetery,Historical Society,1994,Chatham,,P.O. Box 5954,"Thunderbolt, GA   31404",,,912-651- 6843,,"Open daily, 8 am - 5 pm","Development and preservation of the Bonaventure Plantation/Cemetery of Savannah which includes cataloging occupants of the cemetery, researching biographical information, listing significant burial sites, and publishing a guide book with maps.  The Society publishes a bi-monthly newsletter which contains biographical information on people buried in the cemetery.  Volunteers operate a Visitors' Center in the Bonaventure Administration Building, Saturday and Sunday, 10 a.m. - 4 p.m.  Group tours of cemetery arranged by appointment.  Cemetery brochure available upon request.","Newspaper articles recording development of cemetery; pictorial records of restoration projects, cemetery sculptures of John Walz, Spanish American War veteran crosses and wrought iron fencing; inventories of Confederate and Spanish-American War veteran burials.  Bonaventure Cemetery Index, sections A-H (pub. 2000).",http://www.bonaventurehistorical.org,,
165,Booth Western Art Museum,Museum,,Bartow,,501 Museum Drive,PO Box 3070,"Cartersville, GA   30120",,,770-387-1300  /  education@boothmuseum.org,"Tues., Wed., Fri. & Sat. 10 am - 5 pm; Thur. 10 am - 8 pm; Sun. 1 pm - 5 pm",,"The Booth Western Art Museum main art galleries feature primarily Western artists of the 20th and 21st Centuries.  Additional galleries feature Presidential letters and photographs, Civil War art, Western movie posters and Western illustration.  The Museum also houses a presentation theatre for lectures and demonstrations, cafe, museum store and a multi-media theatre where the orientation film The American West runs every 20 minutes.  For a listing of artists in the Booth Collection, please visit: http://www.boothmuseum.org/artistbio.htm  The Booth Western Art Museum Library collects, preserves, and make available for research, materials relating to Western American art and history.",http://www.boothmuseum.org/,,
